kind,formation_name,letter,slot_id,slot_type,slot_min_max,unit_choice,unit_name,name,team_position_in_unit,team_position_in_slot,team_role,designation,base
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,5,5,FN MAG (M72 LAW),605א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,6,6,FN MAG (M72 LAW),606א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,7,7,FN MAG (M72 LAW),607א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,8,8,RPG-7 (or B-300),608א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,9,9,RPG-7 (or B-300),609א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,10,10,RPG-7 (or B-300),610א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,M47 DRAGON,11,11,M47 Dragon (or Dragon 2),611א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,52MM,12,12,52mm mortar,612א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,13,13,Transport (M113),613א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,14,14,Transport (M113),614א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,15,15,Transport (M113),615א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,16,16,Transport (M113),616א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,17,17,Transport (Vayzata variant),617א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,18,18,Transport (Vayzata variant),618א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,19,19,Transport (Vayzata variant),619א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,20,20,Transport (Vayzata variant),620א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,21,21,Transport (Nagmasho't variant),621א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,22,22,Transport (Nagmasho't variant),622א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,23,23,Transport (Nagmasho't variant),623א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,24,24,Transport (Nagmasho't variant),624א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,1,25,Galil rifle (M72 LAW) [Reserve],625א,40x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,2,26,Galil rifle (M72 LAW) [Reserve],626א,40x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,3,27,Galil rifle (M72 LAW) [Reserve],627א,40x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,4,28,Galil rifle (M72 LAW) [Reserve],628א,40x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,5,29,FN MAG (M72 LAW) [Reserve],629א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,6,30,FN MAG (M72 LAW) [Reserve],630א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,7,31,FN MAG (M72 LAW) [Reserve],631א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,RPG-7,8,32,RPG-7 [Reserve],632א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,RPG-7,9,33,RPG-7 [Reserve],633א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,RPG-7,10,34,RPG-7 [Reserve],634א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,M47 DRAGON,11,35,M47 Dragon (or Dragon 2) [Reserve],635א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,52MM,12,36,52mm mortar [Reserve],636א,20x20
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,13,37,Transport (Reserve M113),637א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,14,38,Transport (Reserve M113),638א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,15,39,Transport (Reserve M113),639א,20x30
formation,Merkava 3 Tank Company,א (Aleph),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,16,40,Transport (Reserve M113),640א,20x30
formation,Merkava 3 Tank Company,ב (Bet),S1,HQ,1-2,A,Merkava 3 Tank Company HQ,MERKAVA 3,1,1,HQ Tank,001ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S1,HQ,1-2,A,Merkava 3 Tank Company HQ,MERKAVA 3,2,2,HQ Tank,002ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S2a,Combat,1 of 2 mandatory,A,Merkava 3 Tank Platoon (1st),MERKAVA 3,1,1,Tank,101ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S2a,Combat,1 of 2 mandatory,A,Merkava 3 Tank Platoon (1st),MERKAVA 3,2,2,Tank,102ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S2a,Combat,1 of 2 mandatory,A,Merkava 3 Tank Platoon (1st),MERKAVA 3,3,3,Tank,103ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S2b,Combat,2 of 2 mandatory,A,Merkava 3 Tank Platoon (2nd),MERKAVA 3,1,1,Tank,201ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S2b,Combat,2 of 2 mandatory,A,Merkava 3 Tank Platoon (2nd),MERKAVA 3,2,2,Tank,202ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S2b,Combat,2 of 2 mandatory,A,Merkava 3 Tank Platoon (2nd),MERKAVA 3,3,3,Tank,203ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S3,Combat,1 (choice),A,Merkava 3 Tank Platoon,MERKAVA 3,1,1,Tank,301ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S3,Combat,1 (choice),A,Merkava 3 Tank Platoon,MERKAVA 3,2,2,Tank,302ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S3,Combat,1 (choice),A,Merkava 3 Tank Platoon,MERKAVA 3,3,3,Tank,303ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S3,Combat,1 (choice),B,Merkava 2 Tank Platoon,MERKAVA 2,1,4,Tank,304ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S3,Combat,1 (choice),B,Merkava 2 Tank Platoon,MERKAVA 2,2,5,Tank,305ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S3,Combat,1 (choice),B,Merkava 2 Tank Platoon,MERKAVA 2,3,6,Tank,306ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S3,Combat,1 (choice),C,Merkava 1 Tank Platoon,MERKAVA 1,1,7,Tank,307ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S3,Combat,1 (choice),C,Merkava 1 Tank Platoon,MERKAVA 1,2,8,Tank,308ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S3,Combat,1 (choice),C,Merkava 1 Tank Platoon,MERKAVA 1,3,9,Tank,309ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S4,Combat,1,A,Merkava 3 Tank Platoon (3rd),MERKAVA 3,1,1,Tank,401ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S4,Combat,1,A,Merkava 3 Tank Platoon (3rd),MERKAVA 3,2,2,Tank,402ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S4,Combat,1,A,Merkava 3 Tank Platoon (3rd),MERKAVA 3,3,3,Tank,403ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S5,Recce,0-1 (choice),A,Jeep Recce Platoon,JEEP,1,1,Recce,501ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S5,Recce,0-1 (choice),A,Jeep Recce Platoon,JEEP,2,2,Recce,502ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S5,Recce,0-1 (choice),A,Jeep Recce Platoon,JEEP,3,3,Recce,503ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,1,4,Recce,504ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,2,5,Recce,505ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,3,6,Recce,506ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,4,7,Recce,507ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,RABBI,1,8,Recce,508ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,RABBI,2,9,Recce,509ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,RABBI,3,10,Recce,510ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,UH-1,4,11,Transport heli,511ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,UH-1,5,12,Transport heli,512ב,20x40
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,GALIL,1,1,Galil rifle (M72 LAW),601ב,40x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,GALIL,2,2,Galil rifle (M72 LAW),602ב,40x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,GALIL,3,3,Galil rifle (M72 LAW),603ב,40x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,GALIL,4,4,Galil rifle (M72 LAW),604ב,40x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,5,5,FN MAG (M72 LAW),605ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,6,6,FN MAG (M72 LAW),606ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,7,7,FN MAG (M72 LAW),607ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,8,8,RPG-7 (or B-300),608ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,9,9,RPG-7 (or B-300),609ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,10,10,RPG-7 (or B-300),610ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,M47 DRAGON,11,11,M47 Dragon (or Dragon 2),611ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,52MM,12,12,52mm mortar,612ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,13,13,Transport (M113),613ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,14,14,Transport (M113),614ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,15,15,Transport (M113),615ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,16,16,Transport (M113),616ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,17,17,Transport (Vayzata variant),617ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,18,18,Transport (Vayzata variant),618ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,19,19,Transport (Vayzata variant),619ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,20,20,Transport (Vayzata variant),620ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,21,21,Transport (Nagmasho't variant),621ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,22,22,Transport (Nagmasho't variant),622ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,23,23,Transport (Nagmasho't variant),623ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,24,24,Transport (Nagmasho't variant),624ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,1,25,Galil rifle (M72 LAW) [Reserve],625ב,40x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,2,26,Galil rifle (M72 LAW) [Reserve],626ב,40x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,3,27,Galil rifle (M72 LAW) [Reserve],627ב,40x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,4,28,Galil rifle (M72 LAW) [Reserve],628ב,40x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,5,29,FN MAG (M72 LAW) [Reserve],629ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,6,30,FN MAG (M72 LAW) [Reserve],630ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,7,31,FN MAG (M72 LAW) [Reserve],631ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,RPG-7,8,32,RPG-7 [Reserve],632ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,RPG-7,9,33,RPG-7 [Reserve],633ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,RPG-7,10,34,RPG-7 [Reserve],634ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,M47 DRAGON,11,35,M47 Dragon (or Dragon 2) [Reserve],635ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,52MM,12,36,52mm mortar [Reserve],636ב,20x20
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,13,37,Transport (Reserve M113),637ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,14,38,Transport (Reserve M113),638ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,15,39,Transport (Reserve M113),639ב,20x30
formation,Merkava 3 Tank Company,ב (Bet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,16,40,Transport (Reserve M113),640ב,20x30
formation,Merkava 3 Tank Company,ג (Gimel),S1,HQ,1-2,A,Merkava 3 Tank Company HQ,MERKAVA 3,1,1,HQ Tank,001ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S1,HQ,1-2,A,Merkava 3 Tank Company HQ,MERKAVA 3,2,2,HQ Tank,002ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S2a,Combat,1 of 2 mandatory,A,Merkava 3 Tank Platoon (1st),MERKAVA 3,1,1,Tank,101ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S2a,Combat,1 of 2 mandatory,A,Merkava 3 Tank Platoon (1st),MERKAVA 3,2,2,Tank,102ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S2a,Combat,1 of 2 mandatory,A,Merkava 3 Tank Platoon (1st),MERKAVA 3,3,3,Tank,103ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S2b,Combat,2 of 2 mandatory,A,Merkava 3 Tank Platoon (2nd),MERKAVA 3,1,1,Tank,201ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S2b,Combat,2 of 2 mandatory,A,Merkava 3 Tank Platoon (2nd),MERKAVA 3,2,2,Tank,202ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S2b,Combat,2 of 2 mandatory,A,Merkava 3 Tank Platoon (2nd),MERKAVA 3,3,3,Tank,203ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S3,Combat,1 (choice),A,Merkava 3 Tank Platoon,MERKAVA 3,1,1,Tank,301ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S3,Combat,1 (choice),A,Merkava 3 Tank Platoon,MERKAVA 3,2,2,Tank,302ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S3,Combat,1 (choice),A,Merkava 3 Tank Platoon,MERKAVA 3,3,3,Tank,303ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S3,Combat,1 (choice),B,Merkava 2 Tank Platoon,MERKAVA 2,1,4,Tank,304ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S3,Combat,1 (choice),B,Merkava 2 Tank Platoon,MERKAVA 2,2,5,Tank,305ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S3,Combat,1 (choice),B,Merkava 2 Tank Platoon,MERKAVA 2,3,6,Tank,306ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S3,Combat,1 (choice),C,Merkava 1 Tank Platoon,MERKAVA 1,1,7,Tank,307ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S3,Combat,1 (choice),C,Merkava 1 Tank Platoon,MERKAVA 1,2,8,Tank,308ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S3,Combat,1 (choice),C,Merkava 1 Tank Platoon,MERKAVA 1,3,9,Tank,309ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S4,Combat,1,A,Merkava 3 Tank Platoon (3rd),MERKAVA 3,1,1,Tank,401ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S4,Combat,1,A,Merkava 3 Tank Platoon (3rd),MERKAVA 3,2,2,Tank,402ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S4,Combat,1,A,Merkava 3 Tank Platoon (3rd),MERKAVA 3,3,3,Tank,403ג,20x40
formation,Merkava 3 Tank Company,ג (Gimel),S5,Recce,0-1 (choice),A,Jeep Recce Platoon,JEEP,1,1,Recce,501ג,20x30
formation,Merkava 3 Tank Company,ג (Gimel),S5,Recce,0-1 (choice),A,Jeep Recce Platoon,JEEP,2,2,Recce,502ג,20x30
formation,Merkava 3 Tank Company,ג (Gimel),S5,Recce,0-1 (choice),A,Jeep Recce Platoon,JEEP,3,3,Recce,503ג,20x30
formation,Merkava 3 Tank Company,ג (Gimel),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,1,4,Recce,504ג,20x30
formation,Merkava 3 Tank Company,ג (Gimel),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,2,5,Recce,505ג,20x30
formation,Merkava 3 Tank Company,ג (Gimel),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,3,6,Recce,506ג,20x30
